ProductID,Product Category,Product Sub-Category,Product Name,Product Container
330,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,Small Box
331,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum
332,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack
333,Technology,Telephones and Communication,2160i,Small Box
334,Furniture,Chairs & Chairmats,Global Deluxe High-Back Office Chair in Storm,Jumbo Drum
335,Technology,Office Machines,Canon MP100DHII Printing Calculator,Medium Box
336,Furniture,Office Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Small Box
337,Office Supplies,Labels,Avery 51,Small Box
338,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box
339,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag
340,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Wrap Bag
341,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack
342,Office Supplies,"Scissors, Rulers and Trimmers","Elite 5"" Scissors",Small Pack
343,Furniture,Office Furnishings,Eldon Wave Desk Accessories,Small Box
344,Office Supplies,Labels,Avery 478,Small Box
345,Office Supplies,Pens & Art Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Small Pack
346,Technology,Office Machines,"Soundgear Copyboard Conference Phone, Optional Battery",Medium Box
347,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Small Box
348,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box
349,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box
350,Office Supplies,Labels,Avery 498,Small Box
351,Office Supplies,Binders and Binder Accessories,Premium Transparent Presentation Covers by GBC,Small Box
352,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Jumbo Drum
353,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box
354,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box
355,Technology,Telephones and Communication,A1228,Small Box
356,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box
357,Technology,Telephones and Communication,8290,Small Box
358,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum
359,Office Supplies,Storage & Organization,Fellowes Neat Ideas® Storage Cubes,Large Box
360,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",Large Box
361,Office Supplies,Labels,Avery 492,Small Box
362,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag
363,Technology,Office Machines,Canon S750 Color Inkjet Printer,Jumbo Drum
364,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Small Pack
365,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Small Box
366,Office Supplies,Pens & Art Supplies,Newell 318,Wrap Bag
367,Office Supplies,Pens & Art Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Wrap Bag
368,Office Supplies,Labels,Avery 491,Small Box
369,Technology,Telephones and Communication,T18,Small Box
370,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Jumbo Drum
371,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,Medium Box
372,Office Supplies,Paper,Staples Colored Bar Computer Paper,Small Box
373,Office Supplies,Pens & Art Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack
374,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack
375,Furniture,Office Furnishings,Eldon® 200 Class™ Desk Accessories,Small Box
376,Technology,Computer Peripherals,"Memorex 80 Minute CD-R, 30/Pack",Small Pack
377,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box
378,Technology,Computer Peripherals,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Small Box
379,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag
380,Office Supplies,Storage & Organization,"Perma STOR-ALL™ Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box
381,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum
382,Office Supplies,Paper,Xerox 194,Small Box
383,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box
384,Office Supplies,Labels,Avery 493,Small Box
385,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box
386,Office Supplies,Paper,Xerox 197,Small Box
387,Furniture,Office Furnishings,"Eldon® Expressions™ Wood Desk Accessories, Oak",Small Box
388,Office Supplies,Paper,Xerox 1935,Small Box
389,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box
390,Office Supplies,Appliances,Eureka The Boss® Cordless Rechargeable Stick Vac,Small Box
391,Office Supplies,Paper,Xerox 1905,Small Box
392,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box
393,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Small Pack
394,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack
395,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box
396,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack
397,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box
398,Office Supplies,Labels,Avery 485,Small Box
399,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box
400,Office Supplies,Paper,Xerox 1885,Small Box
401,Office Supplies,Labels,Avery 479,Small Box
402,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box
403,Furniture,Office Furnishings,Eldon Pizzaz™ Desk Accessories,Small Pack
404,Technology,Telephones and Communication,Talkabout T8367,Small Box
405,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box
406,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box
407,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag
408,Office Supplies,Appliances,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box
409,Office Supplies,Binders and Binder Accessories,GBC DocuBind P100 Manual Binding Machine,Small Box
410,Office Supplies,Labels,Avery 497,Small Box
411,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box
412,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Small Box
413,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack
414,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box
415,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum
416,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box
417,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack
418,Office Supplies,Pens & Art Supplies,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Small Pack
419,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag
420,Office Supplies,Binders and Binder Accessories,Recycled Premium Regency Composition Covers,Small Box
421,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Jumbo Box
422,Technology,Telephones and Communication,i1000,Small Box
423,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer®,Small Box
424,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box
425,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag
426,Technology,Telephones and Communication,LX 677,Small Box
427,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Fluorescent Desk Style Markers,Wrap Bag
428,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box
429,Office Supplies,Binders and Binder Accessories,Acco Suede Grain Vinyl Round Ring Binder,Small Box
430,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag
431,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box
432,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag
433,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box
434,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box
435,Office Supplies,Paper,Xerox 1985,Small Box
436,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box
437,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum
438,Office Supplies,Paper,Xerox 1920,Small Box
439,Office Supplies,Paper,Xerox 1928,Small Box
440,Office Supplies,Paper,Xerox 1939,Small Box
441,Technology,Telephones and Communication,StarTAC 7760,Small Box
442,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack
443,Technology,Telephones and Communication,M3682,Small Box
444,Office Supplies,Paper,Xerox 1978,Small Box
445,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Wrap Bag
446,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,Small Box
447,Technology,Computer Peripherals,Zoom V.92 USB External Faxmodem,Small Box
448,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Small Box
449,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box
450,Office Supplies,Paper,Xerox 1992,Small Box
451,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box
452,Technology,Telephones and Communication,V 3600 Series,Small Box
453,Furniture,Office Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Medium Box
454,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box
455,Furniture,Tables,Hon 5100 Series Wood Tables,Large Box
456,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,Small Box
457,Office Supplies,Paper,Riverleaf Stik-Withit® Designer Note Cubes®,Wrap Bag
458,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag
459,Technology,Copiers and Fax,Sharp 1540cs Digital Laser Copier,Jumbo Drum
460,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum
461,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box
462,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box
463,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Small Box
464,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Wrap Bag
465,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Medium Box
466,Furniture,Tables,Hon iLevel™ Computer Training Table,Jumbo Box
467,Furniture,Office Furnishings,"Eldon® 200 Class™ Desk Accessories, Burgundy",Small Box
468,Furniture,Office Furnishings,3M Hangers With Command Adhesive,Wrap Bag
469,Office Supplies,Storage & Organization,X-Rack™ File for Hanging Folders,Small Box
470,Technology,Telephones and Communication,688,Small Box
471,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,Small Box
472,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box
473,Furniture,Chairs & Chairmats,Safco Contoured Stacking Chairs,Large Box
474,Technology,Copiers and Fax,Canon PC-428 Personal Copier,Large Box
475,Office Supplies,Envelopes,Staples Standard Envelopes,Small Box
476,Technology,Office Machines,Lexmark Z55se Color Inkjet Printer,Jumbo Drum
477,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag
478,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Small Box
479,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box
480,Office Supplies,Binders and Binder Accessories,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box
481,Technology,Copiers and Fax,Canon imageCLASS 2200 Advanced Copier,Large Box
482,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Jumbo Box
483,Technology,Telephones and Communication,KF 788,Small Box
484,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack
485,Technology,Telephones and Communication,2180,Small Box
486,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",Small Pack
487,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag
488,Office Supplies,Pens & Art Supplies,Boston 19500 Mighty Mite Electric Pencil Sharpener,Small Pack
489,Office Supplies,Paper,Xerox 1995,Small Box
490,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,Small Box
491,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Small Box
492,Office Supplies,Labels,*Staples* Packaging Labels,Small Box
493,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box
494,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Wrap Bag
495,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,Small Box
496,Technology,Computer Peripherals,Logitech Cordless Elite Duo,Small Box
497,Office Supplies,Paper,Xerox 220,Small Box
498,Technology,Copiers and Fax,Canon Image Class D660 Copier,Large Box
499,Office Supplies,Binders and Binder Accessories,Avery Legal 4-Ring Binder,Small Box
500,Office Supplies,Appliances,Hoover® Commercial Lightweight Upright Vacuum,Large Box
501,Office Supplies,Envelopes,Colored Envelopes,Small Box
502,Office Supplies,Paper,Xerox 1953,Small Box
503,Furniture,Office Furnishings,DAX Natural Wood-Tone Poster Frame,Small Box
504,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum
505,Office Supplies,Paper,Xerox 1941,Small Box
506,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box
507,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Wrap Bag
508,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box
509,Office Supplies,Binders and Binder Accessories,GBC Imprintable Covers,Small Box
510,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box
511,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Medium Box
512,Furniture,Office Furnishings,"Executive Impressions 14""",Small Pack
513,Technology,Telephones and Communication,Accessory2,Small Pack
514,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box
515,Furniture,Office Furnishings,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Small Pack
516,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Wrap Bag
517,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Jumbo Box
518,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",Small Box
519,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,Small Box
520,Furniture,Office Furnishings,Dana Swing-Arm Lamps,Large Box
521,Technology,Telephones and Communication,270c,Small Box
522,Technology,Telephones and Communication,T28 WORLD,Small Box
523,Office Supplies,Paper,Staples Premium Bright 1-Part Blank Computer Paper,Small Box
524,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box
525,Office Supplies,Storage & Organization,"24 Capacity Maxi Data Binder Racks, Pearl",Small Box
526,Technology,Telephones and Communication,Accessory17,Wrap Bag
527,Office Supplies,Paper,Xerox 1898,Small Box
528,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Jumbo Drum
529,Office Supplies,Binders and Binder Accessories,ACCOHIDE® Binder by Acco,Small Box
530,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,Small Box
531,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box
532,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box
533,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag
534,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,Small Box
535,Technology,Computer Peripherals,Logitech Cordless Navigator Duo,Small Box
536,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box
537,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag
538,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box
539,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,Small Box
540,Technology,Telephones and Communication,T193,Small Box
541,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box
542,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Jumbo Drum
543,Technology,Telephones and Communication,Accessory13,Small Pack
544,Office Supplies,Paper,Xerox 1976,Small Box
545,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum
546,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),Small Box
547,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag
548,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack
549,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag
550,Office Supplies,Paper,Xerox 1989,Small Box
551,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box
552,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack
553,Office Supplies,Paper,Xerox 1994,Small Box
554,Office Supplies,Pens & Art Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,Wrap Bag
555,Technology,Telephones and Communication,CF 688,Small Box
556,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack
557,Technology,Telephones and Communication,3285,Small Box
558,Furniture,Chairs & Chairmats,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum
559,Office Supplies,Storage & Organization,Acco Perma® 3000 Stacking Storage Drawers,Small Box
560,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack
561,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box
562,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,Small Box
563,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Small Box
564,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag
565,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box
566,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag
567,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Jumbo Box
568,Furniture,Chairs & Chairmats,Novimex Swivel Fabric Task Chair,Jumbo Drum
569,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack
570,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box
571,Technology,Computer Peripherals,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Small Pack
572,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",Wrap Bag
573,Office Supplies,Paper,Xerox 1899,Small Box
574,Technology,Computer Peripherals,"Imation IBM Formatted Diskettes, 100/Pack",Small Pack
575,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack
576,Office Supplies,Storage & Organization,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Small Box
577,Technology,Telephones and Communication,Accessory34,Wrap Bag
578,Technology,Telephones and Communication,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Medium Box
579,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box
580,Office Supplies,Binders and Binder Accessories,Economy Binders,Small Box
581,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum
582,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Small Box
583,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag
584,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack
585,Office Supplies,Paper,Xerox 1983,Small Box
586,Technology,Telephones and Communication,T61,Small Box
587,Office Supplies,Paper,Xerox 196,Small Box
588,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Medium Box
589,Technology,Telephones and Communication,6190,Small Box
590,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum
591,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Small Box
592,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box
593,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack
594,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box
595,Furniture,Office Furnishings,"Executive Impressions 12"" Wall Clock",Small Pack
596,Technology,Telephones and Communication,6185,Small Box
597,Office Supplies,Pens & Art Supplies,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Wrap Bag
598,Office Supplies,Paper,Xerox 1993,Small Box
599,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",Small Box
600,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,Small Box
601,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Small Box
602,Technology,Telephones and Communication,Accessory20,Small Pack
603,Technology,Telephones and Communication,5165,Small Box
604,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum
605,Office Supplies,Binders and Binder Accessories,"Premier Elliptical Ring Binder, Black",Small Box
606,Office Supplies,Labels,Avery 520,Small Box
607,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Small Box
608,Office Supplies,Paper,Xerox 226,Small Box
609,Office Supplies,Pens & Art Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack
610,Furniture,Tables,Laminate Occasional Tables,Large Box
611,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box
612,Office Supplies,Pens & Art Supplies,DIXON Oriole® Pencils,Wrap Bag
613,Office Supplies,Binders and Binder Accessories,Avery Durable Binders,Small Box
614,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag
615,Technology,Telephones and Communication,iDEN i95,Small Box
616,Technology,Computer Peripherals,"Memorex 4.7GB DVD+R, 3/Pack",Small Pack
617,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack
618,Furniture,Office Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Small Box
619,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box
620,Furniture,Office Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box
621,Furniture,Tables,Bevis Round Conference Room Tables and Bases,Jumbo Box
622,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,Small Box
623,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag
624,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag
625,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box
626,Technology,Telephones and Communication,7160,Small Box
627,Technology,Telephones and Communication,StarTAC 6500,Small Box
628,Furniture,Office Furnishings,Eldon Advantage® Chair Mats for Low to Medium Pile Carpets,Medium Box
629,Technology,Telephones and Communication,SC7868i,Small Box
630,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box
631,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box
632,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box
633,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Small Box
634,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box
635,Technology,Computer Peripherals,Motorola SB4200 Cable Modem,Small Box
636,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box
637,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box
638,Office Supplies,Binders and Binder Accessories,"GBC White Gloss Covers, Plain Front",Small Box
639,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",Small Box
640,Office Supplies,Envelopes,Airmail Envelopes,Small Box
641,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box
642,Office Supplies,Pens & Art Supplies,Newell 314,Wrap Bag
643,Office Supplies,Paper,Xerox 1919,Small Box
644,Technology,Telephones and Communication,Accessory27,Small Box
645,Office Supplies,Pens & Art Supplies,Berol Giant Pencil Sharpener,Small Pack
646,Office Supplies,Paper,Xerox 227,Small Box
647,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Wrap Bag
648,Office Supplies,Paper,Xerox 1962,Small Box
649,Technology,Telephones and Communication,636,Small Box
650,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Jumbo Drum
651,Office Supplies,Binders and Binder Accessories,Wilson Jones Easy Flow II™ Sheet Lifters,Small Box
652,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box
653,Technology,Telephones and Communication,Accessory25,Wrap Bag
654,Office Supplies,Paper,Xerox 199,Small Box
655,Furniture,Tables,Bush Advantage Collection® Racetrack Conference Table,Jumbo Box
656,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum
657,Office Supplies,Paper,Xerox 1938,Small Box
658,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag
659,Technology,Telephones and Communication,StarTAC 3000,Small Box
660,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box
661,Office Supplies,Envelopes,Ampad #10 Peel & Seel® Holiday Envelopes,Small Box
662,Technology,Computer Peripherals,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Small Box
663,Technology,Telephones and Communication,5185,Small Box
664,Technology,Computer Peripherals,Maxell DVD-RAM Discs,Small Pack
665,Technology,Telephones and Communication,StarTAC ST7868,Small Box
666,Furniture,Chairs & Chairmats,Novimex Turbo Task Chair,Jumbo Drum
667,Technology,Office Machines,Panasonic KX-P3626 Dot Matrix Printer,Jumbo Box
668,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box
